,SNaPs1,SNaPs2,SNaPs3,SNaPs4,ESCs1,ESCs2,ESCs3,ESCs4
ENSG00000269385,0,0,0,0,0,0,0,0
ENSG00000269386,12,22,39,41,16,16,6,0
ENSG00000269387,0,0,0,0,0,0,0,0
ENSG00000269388,0,0,0,0,0,0,0,0
ENSG00000269391,0,0,0,0,0,0,0,0
ENSG00000269392,0,0,1,0,1,0,0,0
ENSG00000269397,1,1,1,1,2,0,0,0
ENSG00000269399,2,0,1,2,7,5,5,5
ENSG00000269400,0,0,0,0,0,0,0,0
ENSG00000269403,0,3,1,1,0,3,0,0
ENSG00000269404,0,0,0,0,99,105,113,96
ENSG00000269405,0,0,0,0,0,0,0,1
ENSG00000269416,353,426,480,424,439,440,478,514
ENSG00000269419,0,0,0,0,0,0,0,0
ENSG00000269420,0,0,0,0,0,1,2,0
ENSG00000269421,0,0,0,0,0,0,0,0
ENSG00000269425,0,0,0,0,0,0,0,0
ENSG00000269427,0,0,21,8,23,12,6,7
ENSG00000269431,0,0,0,1,0,0,0,0
ENSG00000269433,0,0,0,0,0,0,0,0
ENSG00000269437,0,0,0,0,2,4,0,1
ENSG00000269439,3,4,5,2,4,7,0,3
ENSG00000269444,0,0,0,1,0,0,0,0
ENSG00000269445,0,0,0,0,0,0,0,0
ENSG00000269446,0,0,0,0,0,0,0,0
ENSG00000269458,0,0,0,0,0,0,0,0
ENSG00000269460,0,0,0,0,0,0,0,0
ENSG00000269463,0,2,2,0,0,0,0,0
ENSG00000269466,0,0,0,0,0,0,0,0
ENSG00000269469,0,0,0,0,0,0,0,0
ENSG00000269471,0,1,0,0,0,0,0,0
ENSG00000269473,15,19,15,24,1,0,0,0
ENSG00000269475,1,0,0,0,0,0,0,1
ENSG00000269476,1,5,0,6,2,2,0,4
ENSG00000269480,1,0,0,0,0,0,0,0
ENSG00000269481,3,1,5,1,0,1,0,0
ENSG00000269482,0,0,0,0,3,0,0,0
ENSG00000269483,0,0,0,1,0,0,0,0
ENSG00000269486,4,2,1,2,1,1,0,1
ENSG00000269487,0,0,0,0,0,0,0,0
ENSG00000269489,0,0,0,0,0,1,0,0
ENSG00000269495,0,0,0,0,0,0,0,0
ENSG00000269502,1,1,2,3,0,1,0,0
ENSG00000269504,0,0,0,0,0,0,0,0
ENSG00000269505,0,0,0,0,0,0,0,0
ENSG00000269506,0,0,0,0,0,0,0,0
ENSG00000269509,0,0,0,0,0,0,0,0
ENSG00000269514,1,12,3,0,1,1,4,1
ENSG00000269516,0,0,0,0,0,0,0,0
ENSG00000269519,0,0,0,0,0,0,0,0
ENSG00000269524,0,0,0,0,0,0,0,0
ENSG00000269526,0,1,2,0,0,0,0,0
ENSG00000269533,1,0,1,0,0,0,0,0
ENSG00000269534,0,0,0,2,0,0,1,0
ENSG00000269535,1,0,1,0,2,0,0,0
ENSG00000269540,0,0,0,1,0,0,0,0
ENSG00000269543,0,0,0,0,0,0,0,0
ENSG00000269546,0,0,0,0,0,0,0,0
ENSG00000269547,0,0,0,0,0,0,0,0
ENSG00000269549,0,4,1,1,4,3,0,0
ENSG00000269552,0,0,0,0,0,0,0,0
ENSG00000269553,0,0,0,0,0,0,0,0
ENSG00000269556,89,138,177,199,150,191,78,78
ENSG00000269559,4,4,11,4,5,14,3,2
ENSG00000269560,0,1,0,0,0,0,0,0
ENSG00000269564,0,0,0,0,0,0,0,0
ENSG00000269565,0,0,0,0,0,0,0,0
ENSG00000269570,1,0,2,0,0,0,1,1
ENSG00000269575,0,0,0,0,0,0,0,0
ENSG00000269576,0,0,0,0,0,0,0,0
ENSG00000269578,0,0,0,0,0,1,0,0
ENSG00000269580,0,0,0,0,0,0,0,0
ENSG00000269583,2,0,0,0,2,0,0,0
ENSG00000269584,0,1,1,1,4,1,2,1
ENSG00000269586,0,0,0,0,0,0,0,4
ENSG00000269588,0,0,0,0,0,0,0,0
ENSG00000269590,0,0,0,0,0,0,0,0
ENSG00000269599,0,0,0,0,0,0,0,0
ENSG00000269600,0,0,0,0,0,0,0,0
ENSG00000269604,109,151,174,266,277,355,214,115
ENSG00000269608,0,0,0,3,0,1,1,0
ENSG00000269609,31,53,48,63,302,325,240,244
ENSG00000269615,0,0,0,0,0,0,0,0
ENSG00000269621,0,0,0,1,2,0,0,0
ENSG00000269622,0,0,0,0,0,0,0,0
ENSG00000269635,0,0,0,0,0,0,0,0
ENSG00000269637,0,0,0,0,2,0,0,1
ENSG00000269646,0,0,0,0,1,0,0,0
ENSG00000269651,0,0,0,0,0,0,0,0
ENSG00000269652,0,0,0,0,0,0,0,0
ENSG00000269653,0,2,1,1,0,1,0,0
ENSG00000269656,0,0,0,0,0,0,0,0
ENSG00000269662,0,0,0,0,1,0,0,0
ENSG00000269667,0,0,0,0,0,0,0,0
ENSG00000269678,0,0,0,0,0,0,0,0
ENSG00000269680,0,0,0,0,0,0,0,0
ENSG00000269681,0,0,0,0,0,0,0,0
ENSG00000269688,0,0,0,0,1,0,2,0
ENSG00000269692,0,0,0,0,0,3,0,0
ENSG00000269693,0,27,0,0,16,18,4,19
ENSG00000269694,0,0,0,0,0,0,0,0
ENSG00000269696,12,7,19,20,5,5,6,8
ENSG00000269699,0,0,0,0,0,0,0,0
ENSG00000269706,0,0,0,0,0,0,0,0
ENSG00000269707,1,1,1,0,0,0,0,0
ENSG00000269711,0,0,0,0,0,0,0,0
ENSG00000269713,140,284,240,315,53,33,48,68
ENSG00000269720,0,0,1,1,0,0,0,0
ENSG00000269721,1,0,0,0,0,0,0,0
ENSG00000269729,0,0,0,0,0,0,0,0
ENSG00000269732,0,0,0,0,0,0,0,0
ENSG00000269736,0,0,0,0,0,0,0,0
ENSG00000269737,0,1,0,6,4,4,1,0
ENSG00000269741,0,0,0,0,0,0,0,0
ENSG00000269742,0,0,0,0,0,0,0,0
ENSG00000269743,88,164,154,181,56,34,46,40
ENSG00000269745,0,0,0,0,0,0,0,0
ENSG00000269749,1,0,0,0,0,0,0,0
ENSG00000269752,0,0,0,0,0,0,0,0
ENSG00000269755,1,0,1,0,0,1,0,0
ENSG00000269758,0,0,0,0,0,0,0,0
ENSG00000269761,0,0,0,0,0,0,0,0
ENSG00000269763,0,0,0,0,0,2,1,0
ENSG00000269765,1,1,0,1,0,0,0,0
ENSG00000269776,0,0,0,0,0,0,0,0
ENSG00000269779,0,0,0,0,0,2,0,0
ENSG00000269782,0,0,0,0,0,0,0,0
ENSG00000269786,0,0,0,0,0,0,0,0
ENSG00000269787,0,0,0,0,0,0,0,0
ENSG00000269791,0,0,0,0,2,4,2,2
ENSG00000269792,0,0,0,0,0,0,0,0
ENSG00000269793,0,0,0,4,0,0,0,0
ENSG00000269794,0,0,1,0,0,0,2,0
ENSG00000269796,0,0,0,0,0,0,0,0
ENSG00000269799,0,0,0,0,0,0,0,0
ENSG00000269800,0,0,0,0,0,0,0,0
ENSG00000269802,0,0,0,0,0,0,0,0
ENSG00000269806,0,0,0,0,0,0,0,0
ENSG00000269807,0,0,0,0,0,0,0,0
ENSG00000269811,0,0,0,0,0,0,0,0
ENSG00000269813,0,0,0,0,0,2,0,0
ENSG00000269814,0,0,0,0,0,0,3,0
ENSG00000269815,0,0,0,1,1,1,3,3
ENSG00000269821,413,694,753,639,246,221,139,147
ENSG00000269825,4,8,21,37,19,18,6,4
ENSG00000269826,0,0,0,0,0,0,0,0
ENSG00000269833,0,0,0,0,0,0,0,0
ENSG00000269834,0,0,0,0,2,0,0,0
ENSG00000269836,0,0,0,0,0,0,0,0
ENSG00000269837,48,41,68,88,30,31,24,29
ENSG00000269839,0,0,0,0,0,0,0,0
ENSG00000269842,0,0,0,0,1,2,0,0
ENSG00000269843,1,0,0,0,0,0,0,0
ENSG00000269845,6,4,5,1,1,3,5,4
ENSG00000269846,0,1,1,1,7,2,13,2
ENSG00000269848,0,0,0,0,0,0,0,0
ENSG00000269855,0,0,0,0,0,0,0,0
ENSG00000269858,169,547,845,905,1290,1464,803,481
ENSG00000269859,0,0,0,0,0,0,0,1
ENSG00000269867,4,4,2,1,1,1,2,5
ENSG00000269873,0,0,0,0,0,0,0,0
ENSG00000269877,0,0,0,0,0,0,0,0
ENSG00000269881,4,28,16,9,0,12,3,0
ENSG00000269883,0,0,1,0,4,4,4,0
ENSG00000269885,0,0,0,0,0,0,0,0
ENSG00000269886,1,0,2,5,1,2,2,0
ENSG00000269887,1,1,0,5,0,1,3,6
ENSG00000269888,2,11,18,6,18,6,13,14
ENSG00000269889,0,0,0,0,0,0,0,0
ENSG00000269890,10,16,4,7,1,1,1,5
ENSG00000269891,97,79,92,37,31,66,31,74
ENSG00000269892,1,0,0,0,0,0,0,0
ENSG00000269893,100,91,154,121,363,429,267,324
ENSG00000269894,1,1,2,4,2,0,1,4
ENSG00000269895,0,1,0,0,0,0,0,0
ENSG00000269896,2,1,1,4,0,2,1,0
ENSG00000269897,12,13,29,26,0,7,0,0
ENSG00000269898,0,0,0,0,0,0,0,0
ENSG00000269899,0,0,0,0,0,0,0,0
ENSG00000269900,0,0,0,0,0,0,0,0
ENSG00000269901,0,0,0,0,0,0,0,0
ENSG00000269902,0,0,0,1,0,0,1,2
ENSG00000269903,0,0,0,0,0,0,0,1
ENSG00000269904,4,1,4,3,6,0,6,0
ENSG00000269906,0,5,1,0,4,3,1,3
ENSG00000269907,0,0,0,0,0,0,0,0
ENSG00000269908,0,0,0,0,0,0,0,0
ENSG00000269910,0,0,0,0,1,0,5,0
ENSG00000269911,9,12,18,7,5,9,2,2
ENSG00000269915,0,0,0,0,0,0,0,0
ENSG00000269916,0,5,8,0,0,0,0,0
ENSG00000269918,13,18,4,8,8,8,4,3
ENSG00000269919,0,0,0,0,0,0,0,0
ENSG00000269920,0,0,0,0,0,0,0,0
ENSG00000269921,1,2,1,1,2,0,1,4
ENSG00000269924,2,0,2,0,0,0,0,0
ENSG00000269925,0,0,0,0,0,0,0,0
ENSG00000269926,0,0,0,0,0,0,8,5
ENSG00000269927,0,0,0,0,0,0,0,0
ENSG00000269929,3,13,0,12,7,13,10,18
ENSG00000269930,1,1,1,1,0,1,1,0
ENSG00000269931,0,0,0,0,0,0,0,0
ENSG00000269933,0,0,0,0,0,0,0,0
ENSG00000269934,2,8,8,19,2,4,0,0
ENSG00000269935,0,0,0,0,3,3,1,0
ENSG00000269936,0,1,1,2,1,1,0,0
ENSG00000269937,24,20,25,33,38,34,22,18
ENSG00000269938,1,0,2,2,0,0,0,0
ENSG00000269939,2,0,0,0,0,0,0,0
ENSG00000269940,4,6,3,8,0,8,1,2
ENSG00000269941,0,0,0,0,0,0,0,0
ENSG00000269944,0,0,0,0,0,0,0,0
ENSG00000269945,0,0,0,2,0,0,0,0
ENSG00000269946,0,1,0,0,0,0,0,0
ENSG00000269947,6,5,4,14,8,9,3,4
ENSG00000269948,0,0,0,1,1,0,0,0
ENSG00000269949,1,0,0,1,1,2,0,0
ENSG00000269950,2,1,1,2,0,0,0,0
ENSG00000269951,0,1,0,1,0,0,0,1
ENSG00000269952,0,0,1,1,2,0,0,1
ENSG00000269954,0,0,0,0,0,0,0,0
ENSG00000269955,19,40,0,48,12,20,32,18
ENSG00000269956,0,1,0,2,1,0,0,0
ENSG00000269957,0,0,0,0,0,0,0,0
ENSG00000269958,4,11,2,11,13,4,8,15
ENSG00000269959,1,0,2,1,2,0,0,1
ENSG00000269961,0,3,0,0,1,0,0,0
ENSG00000269964,0,0,0,0,0,1,3,7
ENSG00000269966,0,0,0,0,0,0,0,0
ENSG00000269967,1,0,0,0,0,0,0,0
ENSG00000269968,1523,1998,2245,2229,2058,2546,1756,2171
ENSG00000269970,1,0,0,0,0,0,0,0
ENSG00000269971,0,0,0,0,0,0,0,0
ENSG00000269972,0,1,0,0,0,1,0,0
ENSG00000269973,22,9,16,20,15,25,11,15
ENSG00000269974,0,1,4,4,0,0,1,6
ENSG00000269976,0,0,0,0,0,0,0,0
ENSG00000269978,0,1,0,0,0,0,0,0
ENSG00000269980,0,2,0,0,0,0,0,0
ENSG00000269981,0,0,0,2,0,1,0,0
ENSG00000269982,8,6,1,14,1,1,1,7
ENSG00000269983,13,4,20,22,28,13,21,35
ENSG00000269984,10,16,9,12,5,7,11,11
ENSG00000269985,1,0,0,0,0,0,0,0
ENSG00000269986,0,0,0,0,0,0,0,0
ENSG00000269987,0,0,0,4,0,2,0,3
ENSG00000269989,0,0,0,0,0,0,0,0
ENSG00000269993,4,1,3,3,0,1,1,0
ENSG00000269994,40,38,52,45,46,52,47,46
ENSG00000269997,4,4,3,3,0,0,0,4
ENSG00000269998,0,0,0,0,0,0,0,0
ENSG00000270000,0,0,0,0,2,0,1,0
ENSG00000270001,0,0,0,0,0,0,0,0
ENSG00000270002,0,0,0,0,0,0,2,0
ENSG00000270006,8,2,19,13,1,2,1,5
ENSG00000270008,0,3,0,0,0,0,0,1
ENSG00000270010,4,0,0,1,3,0,2,1
ENSG00000270011,13,55,34,31,15,36,17,29
ENSG00000270012,6,12,9,17,5,9,6,5
ENSG00000270015,2,12,12,16,7,13,5,7
ENSG00000270016,0,2,1,0,1,0,0,0
ENSG00000270017,0,0,0,0,0,0,0,0
ENSG00000270019,6,2,8,1,2,2,2,5
ENSG00000270020,0,0,0,0,1,0,0,0
ENSG00000270021,1,1,3,12,0,0,0,0
ENSG00000270022,3,4,3,4,2,2,2,4
ENSG00000270024,0,9,5,0,0,17,27,1
ENSG00000270025,0,8,0,0,0,0,0,0
ENSG00000270028,10,16,27,34,2,0,0,2
ENSG00000270030,0,0,0,0,0,0,0,0
ENSG00000270031,0,0,0,0,0,0,0,0
ENSG00000270033,0,0,0,0,0,0,0,0
ENSG00000270035,0,3,2,5,0,0,0,2
ENSG00000270036,0,0,0,0,0,0,0,0
ENSG00000270038,0,0,0,0,0,0,0,0
ENSG00000270039,2,2,6,1,4,1,0,1
ENSG00000270040,0,0,0,0,0,0,0,0
ENSG00000270048,1,0,0,0,0,0,0,0
ENSG00000270049,7,6,10,10,1,1,1,0
ENSG00000270050,0,0,0,0,0,0,0,0
ENSG00000270052,0,5,0,1,0,0,0,2
ENSG00000270055,4,7,2,7,3,4,1,7
ENSG00000270058,0,0,0,0,0,0,0,0
ENSG00000270059,2,3,0,2,0,0,0,0
ENSG00000270060,0,0,1,0,0,0,0,1
ENSG00000270061,0,0,0,0,0,0,0,1
ENSG00000270062,2,0,0,1,0,0,0,0
ENSG00000270066,0,0,0,0,0,0,0,0
ENSG00000270067,0,0,0,2,0,1,0,0
ENSG00000270068,0,0,0,0,0,0,0,0
ENSG00000270069,1,2,1,2,6,3,13,11
ENSG00000270071,2,3,2,3,0,0,0,0
ENSG00000270072,0,0,0,0,0,0,0,0
ENSG00000270073,0,0,0,0,0,0,0,0
ENSG00000270074,0,1,2,1,0,1,0,3
ENSG00000270075,0,0,0,0,0,0,0,0
ENSG00000270076,0,1,0,1,3,0,1,4
ENSG00000270077,0,0,0,0,0,0,0,0
ENSG00000270082,0,0,1,0,4,2,0,0
ENSG00000270083,0,0,2,0,1,2,2,1
ENSG00000270084,1,4,7,4,0,3,3,2
ENSG00000270087,2,2,3,3,0,0,1,0
ENSG00000270090,1,0,0,0,0,0,0,0
ENSG00000270091,0,0,0,1,0,0,0,0
ENSG00000270093,1,1,5,0,0,0,0,0
ENSG00000270094,0,0,0,0,0,0,0,0
ENSG00000270095,0,0,0,0,0,0,0,0
ENSG00000270096,0,0,0,0,0,0,0,0
ENSG00000270098,0,0,0,0,0,0,0,0
ENSG00000270099,0,0,0,0,0,0,0,0
ENSG00000270100,3,3,9,3,0,0,0,1
ENSG00000270103,0,0,0,0,0,0,0,0
ENSG00000270104,0,0,0,0,1,0,1,0
ENSG00000270105,0,0,1,0,0,0,0,0
ENSG00000270106,0,1,0,1,0,0,0,0
ENSG00000270108,1,0,1,1,1,0,2,1
ENSG00000270110,0,0,0,0,0,0,0,0
ENSG00000270111,0,1,0,0,0,0,0,0
ENSG00000270112,0,0,3,4,0,4,1,5
ENSG00000270114,0,0,0,0,0,0,0,0
ENSG00000270115,0,0,0,0,0,3,0,0
ENSG00000270116,0,0,1,0,0,0,0,0
ENSG00000270117,0,0,0,0,0,0,0,0
ENSG00000270118,0,0,0,0,0,0,0,0
ENSG00000270120,0,0,0,0,0,0,0,0
ENSG00000270123,0,0,0,0,0,0,0,0
ENSG00000270124,0,0,0,0,1,0,0,0
ENSG00000270127,0,0,0,2,0,0,0,0
ENSG00000270130,0,1,0,2,0,0,0,0
ENSG00000270131,0,0,0,0,0,0,0,0
ENSG00000270132,0,0,0,0,0,0,0,0
ENSG00000270133,0,0,0,0,1,0,0,0
ENSG00000270135,0,0,0,0,0,0,0,0
ENSG00000270136,0,0,0,0,0,0,0,0
ENSG00000270137,0,0,0,1,0,0,0,0
ENSG00000270139,0,0,0,0,0,0,0,0
ENSG00000270140,0,0,0,0,0,0,0,0
ENSG00000270141,0,0,0,0,0,0,0,0
ENSG00000270147,0,0,0,0,0,1,0,1
ENSG00000270149,12,9,22,17,559,541,397,423
ENSG00000270154,4,6,8,0,2,1,0,3
ENSG00000270157,3,0,3,2,2,0,2,0
ENSG00000270159,0,0,0,0,0,0,0,0
ENSG00000270160,0,0,0,0,0,0,0,0
ENSG00000270164,0,0,0,0,0,0,0,0
ENSG00000270165,0,0,0,0,0,0,0,0
ENSG00000270166,0,0,0,0,0,0,0,0
ENSG00000270168,0,0,0,0,0,3,3,0
ENSG00000270170,283,482,640,593,990,1121,743,750
ENSG00000270171,2,2,4,1,2,0,1,0
ENSG00000270174,0,0,1,0,0,0,0,0
ENSG00000270175,8,7,9,9,6,2,1,1
ENSG00000270177,3,12,12,15,12,6,10,9
ENSG00000270178,0,0,0,0,0,0,0,0
ENSG00000270179,0,7,1,4,0,0,0,2
ENSG00000270181,22,52,7,75,0,54,22,22
ENSG00000270182,0,0,0,0,0,0,0,0
ENSG00000270184,0,0,1,1,0,1,0,0
ENSG00000270185,0,0,0,0,0,0,0,0
ENSG00000270187,0,0,0,0,0,0,0,0
ENSG00000270188,2,1,3,2,2,1,4,2
ENSG00000270189,16,29,23,21,10,14,6,11
ENSG00000270190,0,0,0,1,0,0,0,0
ENSG00000270191,0,0,0,0,0,0,0,0
ENSG00000270192,0,0,0,0,0,0,0,0
ENSG00000270193,0,0,0,0,0,0,0,0
ENSG00000270194,10,21,13,9,7,12,6,2
ENSG00000270195,0,1,4,1,1,4,3,5
ENSG00000270196,0,0,0,1,0,0,0,0
ENSG00000270200,0,0,0,0,0,0,0,0
ENSG00000270202,0,0,0,0,0,0,0,0
ENSG00000270204,0,0,0,0,0,0,0,0
ENSG00000270207,1,0,0,0,0,0,0,0
ENSG00000270209,0,0,0,0,0,0,0,0
ENSG00000270210,0,0,0,0,0,0,0,0
ENSG00000270212,0,0,0,0,0,0,0,0
ENSG00000270218,1,3,3,1,2,3,2,0
ENSG00000270222,0,0,0,0,0,0,0,0
ENSG00000270223,7,4,16,3,3,3,3,1
ENSG00000270225,0,0,0,0,1,0,0,0
ENSG00000270226,0,0,0,0,0,0,0,0
ENSG00000270228,0,0,0,0,1,0,0,0
ENSG00000270230,0,0,0,0,0,0,0,0
ENSG00000270231,59,119,160,118,0,8,9,20
ENSG00000270232,0,0,0,0,0,0,0,0
ENSG00000270234,0,0,0,0,0,0,0,0
ENSG00000270236,0,2,1,0,0,1,0,0
ENSG00000270240,0,0,0,0,0,0,0,0
ENSG00000270241,0,0,0,0,0,0,0,0
ENSG00000270242,0,0,0,0,0,0,0,0
ENSG00000270243,0,0,0,0,0,0,0,0
ENSG00000270244,0,0,0,0,0,0,0,0
ENSG00000270246,18,13,26,15,79,30,117,141
ENSG00000270248,0,0,1,0,1,0,0,0
ENSG00000270249,2,0,0,0,0,0,5,0
ENSG00000270251,0,0,0,0,0,0,0,0
ENSG00000270252,0,0,0,0,0,0,0,0
ENSG00000270255,0,0,0,0,0,0,0,0
ENSG00000270257,0,0,0,0,0,0,0,0
ENSG00000270258,0,0,0,0,0,0,0,0
ENSG00000270259,0,0,0,0,0,0,0,0
ENSG00000270264,5,3,0,3,2,0,0,1
ENSG00000270265,0,0,0,0,2,2,0,1
ENSG00000270268,0,0,0,0,0,0,0,0
ENSG00000270269,0,0,0,0,0,0,0,0
ENSG00000270270,3,0,2,2,0,1,0,2
ENSG00000270273,0,0,0,0,0,0,0,0
ENSG00000270275,0,0,0,0,0,0,0,0
ENSG00000270276,159,128,199,200,125,82,134,126
ENSG00000270277,2,5,0,3,8,1,0,0
ENSG00000270279,0,0,0,0,0,1,0,0
ENSG00000270280,0,0,0,0,0,0,0,0
ENSG00000270281,2,0,0,0,0,0,0,0
ENSG00000270282,0,0,0,0,0,0,0,0
ENSG00000270285,0,0,0,0,0,0,0,0
ENSG00000270287,0,0,0,0,0,0,0,0
ENSG00000270289,0,0,0,0,0,0,0,0
ENSG00000270292,4,6,2,6,0,0,4,0
ENSG00000270293,0,0,0,0,0,0,0,0
ENSG00000270294,2,14,2,7,2,0,3,0
ENSG00000270296,1,1,2,1,0,0,0,0
ENSG00000270299,0,0,0,0,0,0,0,0
ENSG00000270300,4,0,1,0,2,2,0,0
ENSG00000270301,1,0,0,0,0,0,0,0
ENSG00000270302,0,0,0,0,0,0,0,0
ENSG00000270304,0,1,2,0,1,3,1,3
ENSG00000270306,0,0,0,0,0,0,0,0
ENSG00000270307,0,0,1,0,0,0,0,0
ENSG00000270308,0,0,0,0,0,0,0,0
ENSG00000270313,0,0,0,0,0,0,0,0
ENSG00000270314,0,0,0,0,0,0,0,0
ENSG00000270316,24,0,0,0,0,0,0,0
ENSG00000270317,0,0,0,0,0,0,0,0
ENSG00000270318,0,0,0,0,0,0,0,0
ENSG00000270321,0,0,0,0,0,0,0,0
ENSG00000270322,0,0,0,0,0,0,0,0
ENSG00000270323,0,0,0,0,0,0,0,0
ENSG00000270324,0,0,0,0,0,0,0,0
ENSG00000270325,0,0,0,0,0,0,0,0
ENSG00000270326,0,0,0,0,0,0,0,0
ENSG00000270328,0,0,0,0,0,0,0,0
ENSG00000270330,0,0,0,0,0,0,0,0
ENSG00000270332,0,1,1,3,1,2,0,0
ENSG00000270333,0,0,0,0,0,0,0,0
ENSG00000270335,0,0,0,0,0,0,0,0
ENSG00000270336,0,0,0,0,0,0,0,0
ENSG00000270339,0,0,0,0,1,0,0,1
ENSG00000270342,0,0,0,0,0,0,0,0
ENSG00000270343,1,0,0,1,1,2,1,0
ENSG00000270344,8,7,11,9,2,1,0,2
ENSG00000270347,0,0,0,0,0,0,0,0
ENSG00000270350,0,0,0,0,0,0,0,0
ENSG00000270352,0,0,0,0,0,0,0,0
ENSG00000270354,0,0,0,0,0,0,0,0
ENSG00000270356,0,0,0,0,0,0,0,0
ENSG00000270359,0,0,0,0,0,0,0,0
ENSG00000270361,0,0,2,3,1,0,0,0
ENSG00000270362,24,45,37,35,13,36,22,25
ENSG00000270367,0,0,0,0,0,0,0,0
ENSG00000270369,0,0,0,0,0,0,0,0
ENSG00000270371,0,0,0,0,0,0,0,0
ENSG00000270372,0,0,0,0,0,0,0,0
ENSG00000270377,0,0,0,0,0,0,0,0
ENSG00000270378,0,0,0,0,0,0,0,0
ENSG00000270379,0,0,0,0,0,0,0,0
ENSG00000270380,0,0,0,0,0,0,0,0
ENSG00000270381,0,0,0,0,0,0,0,0
ENSG00000270382,0,0,0,0,0,0,0,0
ENSG00000270384,0,0,0,0,1,0,0,0
ENSG00000270385,0,0,0,0,0,0,0,0
ENSG00000270387,0,0,0,0,0,0,0,0
ENSG00000270388,0,0,0,0,1,0,0,1
ENSG00000270390,0,0,0,0,0,0,0,0
ENSG00000270392,3,9,17,5,4,7,2,6
ENSG00000270393,0,0,0,5,0,0,0,0
ENSG00000270394,0,0,4,0,2,0,2,0
ENSG00000270395,0,0,0,0,0,0,0,0
ENSG00000270397,0,0,0,0,0,0,0,0
ENSG00000270400,0,0,0,0,0,0,0,0
ENSG00000270401,0,0,0,0,0,0,0,0
ENSG00000270402,0,0,0,2,0,0,0,0
ENSG00000270403,0,0,1,0,0,0,0,0
ENSG00000270405,0,0,0,0,0,0,0,0
ENSG00000270409,0,1,1,0,0,0,0,0
ENSG00000270411,0,0,0,0,0,0,0,0
ENSG00000270412,0,0,0,0,0,0,0,0
ENSG00000270413,0,0,0,0,0,0,0,0
ENSG00000270415,0,0,0,0,0,0,0,0
ENSG00000270416,0,0,0,0,0,0,0,0
ENSG00000270419,1,2,7,5,1,4,0,0
ENSG00000270421,0,0,3,0,0,0,0,1
ENSG00000270422,0,0,0,0,0,0,0,0
ENSG00000270423,0,0,0,0,0,0,0,0
ENSG00000270424,0,0,0,0,0,0,0,0
ENSG00000270425,0,0,0,0,0,0,0,0
ENSG00000270426,0,0,0,0,0,0,0,0
ENSG00000270427,0,4,0,1,3,1,0,0
ENSG00000270429,0,3,2,1,0,0,0,0
ENSG00000270430,0,0,0,0,0,0,0,0
ENSG00000270431,0,0,0,0,0,0,0,0
ENSG00000270432,0,0,0,0,0,0,1,0
ENSG00000270433,4,2,4,2,3,0,0,1
ENSG00000270434,0,0,0,0,0,0,0,0
ENSG00000270435,0,0,0,0,0,0,0,0
ENSG00000270437,0,0,0,0,0,0,0,0
ENSG00000270440,0,0,0,0,0,0,0,0
ENSG00000270441,1,6,1,6,7,6,4,13
ENSG00000270442,1,3,3,1,3,3,4,1
ENSG00000270443,0,0,0,0,0,0,0,0
ENSG00000270444,0,0,0,0,0,0,0,0
ENSG00000270445,0,0,0,0,0,0,0,0
ENSG00000270446,0,0,0,0,0,0,0,0
ENSG00000270447,0,0,0,0,0,0,0,0
ENSG00000270449,0,0,0,0,0,0,0,0
ENSG00000270450,0,0,0,0,0,0,0,0
ENSG00000270451,0,0,0,0,0,0,0,0
ENSG00000270453,0,0,0,0,0,0,0,0
ENSG00000270455,0,0,0,0,1,0,0,0
ENSG00000270456,0,0,0,0,0,0,0,0
ENSG00000270457,0,0,0,0,0,0,0,0
ENSG00000270458,0,0,0,0,0,0,0,0
ENSG00000270460,0,0,0,0,1,0,0,0
ENSG00000270462,0,0,0,0,0,0,0,0
ENSG00000270467,0,0,0,0,0,0,0,0
ENSG00000270469,1,0,0,0,0,1,0,2
ENSG00000270470,0,0,0,0,0,0,0,0
ENSG00000270472,0,0,0,0,0,0,0,0
ENSG00000270474,0,0,0,0,0,0,0,0
ENSG00000270475,0,0,0,0,0,0,0,0
ENSG00000270477,0,0,0,0,0,0,0,0
ENSG00000270479,2,0,0,6,2,2,1,1
ENSG00000270480,0,0,3,1,0,0,0,0
ENSG00000270482,0,0,0,0,0,0,0,0
ENSG00000270484,0,0,0,0,0,0,0,0
ENSG00000270487,0,0,0,0,0,0,0,0
ENSG00000270488,0,0,0,0,0,0,0,0
ENSG00000270490,0,0,0,0,0,2,0,0
ENSG00000270491,0,0,0,0,0,0,0,0
ENSG00000270492,0,0,0,0,0,0,0,0
ENSG00000270493,0,0,0,0,0,0,0,0
ENSG00000270494,0,0,0,0,0,0,0,0
ENSG00000270495,0,0,0,0,0,0,0,0
ENSG00000270496,0,0,0,0,0,0,0,0
ENSG00000270497,1,0,0,0,3,0,0,0
ENSG00000270499,1,6,0,4,5,0,0,0
ENSG00000270500,0,0,0,0,0,0,0,0
ENSG00000270503,3,1,7,1,4,3,4,2
ENSG00000270504,0,0,2,1,0,0,0,0
ENSG00000270505,0,0,0,0,0,0,0,0
ENSG00000270506,0,0,0,0,0,0,0,0
ENSG00000270507,0,0,0,0,0,0,0,0
ENSG00000270509,0,0,0,0,0,0,0,0
ENSG00000270510,0,1,0,1,0,0,0,0
ENSG00000270512,0,0,0,0,0,0,0,0
ENSG00000270513,0,0,0,0,0,0,0,0
ENSG00000270516,0,0,0,0,0,0,0,0
ENSG00000270518,0,0,0,0,0,0,0,0
